PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
721,0,3,Mrs Sarah Wilson,female,44.63,0,0,A_00721,65.12,E91,S
722,1,3,Miss Margaret Johnson,female,31.28,0,0,A_00722,28.28,,S
723,0,1,Mr Edward Davis,male,20.78,0,2,PC_00723,47.71,,C
724,0,3,Mr Charles Johnson,male,9.72,0,1,PC_00724,123.45,D92,S
725,0,3,Master James Miller,male,40.25,0,0,A_00725,90.51,,S
726,1,2,Miss Elisabeth Williams,female,1.0,0,0,PC_00726,142.01,,C
727,0,1,Mr James Johnson,male,2.21,0,0,A_00727,40.79,B79,C
728,1,2,Mr Charles Davis,male,50.69,0,0,A_00728,13.04,,S
729,0,1,Mr John Jones,male,24.32,0,0,A_00729,82.03,,S
730,1,2,Mr Edward Williams,male,51.28,0,0,PC_00730,98.35,A104,S
731,0,2,Master James Williams,male,20.98,1,0,A_00731,167.91,,S
732,1,1,Miss Mary Wilson,female,48.56,1,3,A_00732,8.69,,S
733,0,3,Mrs Margaret Williams,female,32.38,0,0,PC_00733,111.21,,S
734,0,2,Mr William Wilson,male,40.81,0,0,A_00734,21.07,F76,S
735,1,1,Mr Edward Smith,male,26.45,2,2,PC_00735,240.02,,S
736,1,3,Miss Anna Williams,female,32.22,0,0,A_00736,109.56,,S
737,1,1,Miss Anna Jones,female,40.3,2,0,PC_00737,77.2,,S
738,0,3,Mr William Davis,male,55.26,2,0,A_00738,81.12,,S
739,1,2,Mr Edward Miller,male,44.38,1,0,PC_00739,182.73,C135,C
740,0,1,Master James Jones,male,26.96,0,0,A_00740,184.53,C29,C
741,0,3,Master Edward Miller,male,1.56,1,0,PC_00741,59.82,,C
742,1,2,Miss Anna Jones,female,27.28,0,1,A_00742,263.12,A125,S
743,1,1,Mr George Davis,male,35.54,0,1,PC_00743,167.0,F26,S
744,0,3,Mr Edward Wilson,male,38.92,0,2,A_00744,83.36,,S
745,1,3,Mrs Emma Smith,female,42.84,0,0,A_00745,116.82,,S
746,1,2,Miss Emma Williams,female,18.11,0,0,A_00746,201.43,,S
747,1,2,Mr William Davis,male,64.18,0,1,PC_00747,28.36,,S
748,0,2,Mr James Williams,male,26.66,0,0,A_00748,9.25,,S
749,0,1,Mr George Jones,male,48.12,0,0,A_00749,170.5,,S
750,1,2,Master Robert Brown,male,39.39,0,5,PC_00750,12.45,,S
751,0,3,Miss Alice Jones,female,28.28,0,6,A_00751,43.66,,S
752,0,3,Master William Williams,male,0.42,2,0,PC_00752,71.21,,C
753,0,3,Miss Margaret Smith,female,29.95,1,0,A_00753,69.66,,S
754,0,3,Master John Wilson,male,25.46,1,0,A_00754,70.73,,S
755,1,1,Mr George Miller,male,34.63,1,0,A_00755,50.19,,S
756,0,1,Mrs Elisabeth Williams,female,38.32,0,0,PC_00756,81.77,,Q
757,0,3,Mr James Miller,male,12.66,1,0,PC_00757,226.66,,S
758,1,2,Master John Smith,male,21.8,0,0,A_00758,24.71,A136,C
759,1,1,Mr James Johnson,male,5.73,0,0,A_00759,22.34,,S
760,0,3,Mr James Johnson,male,40.09,0,1,A_00760,109.09,E43,S
761,0,3,Mr Edward Wilson,male,51.77,0,0,PC_00761,31.03,,S
762,1,2,Miss Margaret Williams,female,30.42,0,0,A_00762,119.09,F110,S
763,1,2,Mr John Smith,male,28.55,0,0,PC_00763,77.02,E147,S
764,0,3,Master George Williams,male,41.34,0,0,A_00764,43.01,,C
765,0,1,Mr Robert Brown,male,27.74,0,0,A_00765,169.61,C2,S
766,1,3,Miss Sarah Jones,female,43.9,0,0,A_00766,49.51,,S
767,0,3,Miss Elisabeth Wilson,female,32.81,1,0,PC_00767,56.74,F102,S
768,1,1,Miss Anna Jones,female,0.42,0,0,A_00768,38.21,,C
769,1,3,Mr William Williams,male,0.42,0,1,A_00769,78.16,D28,Q
770,1,1,Mr George Brown,male,26.07,1,0,A_00770,86.18,,S
771,1,1,Mr George Brown,male,21.74,0,2,A_00771,19.67,,S
772,1,1,Mr John Williams,male,49.71,0,0,A_00772,111.53,,C
773,1,1,Miss Sarah Davis,female,22.76,1,1,PC_00773,14.78,,C
774,1,2,Miss Elisabeth Jones,female,40.34,0,4,A_00774,90.1,D66,C
775,0,3,Master Robert Davis,male,13.17,1,0,A_00775,49.29,,S
776,0,3,Mr Edward Miller,male,17.36,0,0,A_00776,52.38,,S
777,0,3,Mr John Brown,male,33.4,0,0,PC_00777,143.78,,S
778,0,1,Mr William Davis,male,29.51,0,0,A_00778,76.49,,S
779,1,1,Mr John Johnson,male,5.65,1,0,PC_00779,129.58,A85,S
780,0,3,Mr Charles Williams,male,41.11,0,0,A_00780,248.02,D31,S
781,0,3,Mr Robert Johnson,male,10.67,0,4,A_00781,158.7,D122,S
782,1,2,Mr James Davis,male,31.49,1,3,A_00782,325.96,F51,S
783,1,3,Mr John Wilson,male,3.79,1,0,A_00783,39.88,F62,Q
784,0,3,Mr William Wilson,male,40.05,0,0,A_00784,302.83,F70,C
785,0,3,Master George Johnson,male,40.51,0,2,A_00785,172.07,,S
786,1,3,Mrs Anna Miller,female,37.31,0,0,A_00786,118.2,,C
787,1,1,Mr John Williams,male,45.54,1,1,PC_00787,29.17,,S
788,1,1,Miss Anna Smith,female,14.14,0,0,A_00788,44.48,,S
789,1,1,Miss Emma Jones,female,31.23,0,1,A_00789,43.0,,S
790,0,2,Mr John Wilson,male,58.46,0,0,PC_00790,21.0,,S
791,1,1,Mr Robert Miller,male,44.66,1,0,A_00791,21.63,,S
792,0,2,Ms Alice Wilson,female,10.98,0,0,A_00792,92.21,D108,S
793,0,3,Miss Elisabeth Brown,female,40.19,1,0,PC_00793,72.77,,S
794,1,1,Mr Edward Williams,male,10.1,0,2,A_00794,112.11,,S
795,0,2,Mr James Davis,male,32.02,0,0,A_00795,47.57,,S
796,0,3,Master George Brown,male,19.23,0,0,A_00796,94.06,,S
797,0,3,Miss Elisabeth Brown,female,28.21,0,1,A_00797,162.35,E121,S
798,0,3,Mr John Wilson,male,43.85,0,0,A_00798,106.99,C37,S
799,0,2,Miss Margaret Brown,female,28.19,0,0,A_00799,132.88,,S
800,1,3,Mr William Jones,male,36.03,1,0,PC_00800,215.42,,S
801,1,3,Mr James Brown,male,19.66,0,0,A_00801,113.67,,S
802,0,1,Mr James Smith,male,48.74,0,0,A_00802,172.76,,S
803,1,3,Mr James Miller,male,30.01,1,0,PC_00803,28.53,,S
804,1,1,Mr Edward Jones,male,10.98,1,0,PC_00804,111.79,F143,Q
805,0,1,Mr Charles Jones,male,38.09,0,0,A_00805,34.67,,S
806,1,3,Mr Charles Smith,male,12.24,0,0,A_00806,120.94,,S
807,1,2,Mr John Wilson,male,29.31,0,0,A_00807,67.22,,Q
808,0,3,Master Edward Jones,male,57.45,1,0,A_00808,117.73,F59,S
809,0,3,Mrs Alice Davis,female,16.83,0,0,A_00809,41.82,D123,S
810,0,3,Mr Robert Williams,male,13.26,1,1,PC_00810,132.43,,S
811,1,3,Miss Emma Brown,female,38.26,0,0,PC_00811,60.89,,C
812,1,3,Miss Alice Smith,female,20.19,1,0,PC_00812,115.81,,S
813,1,2,Mr Edward Davis,male,35.59,0,0,A_00813,158.58,,S
814,0,3,Mrs Sarah Williams,female,37.16,0,0,A_00814,240.67,,S
815,1,2,Mr William Miller,male,36.53,0,1,A_00815,152.78,,S
816,0,2,Mr Edward Brown,male,68.28,0,2,A_00816,68.47,,S
817,0,3,Mrs Margaret Davis,female,30.11,0,0,A_00817,156.18,,S
818,1,1,Mr Edward Johnson,male,20.11,0,0,A_00818,89.82,,S
819,0,3,Mr John Jones,male,37.81,0,0,A_00819,9.35,C104,Q
820,0,1,Mr James Wilson,male,22.97,0,0,A_00820,124.37,,S
821,0,3,Master Robert Jones,male,40.93,0,3,A_00821,97.79,F25,C
822,1,2,Mrs Emma Smith,female,12.8,1,1,A_00822,47.6,,C
823,0,3,Master James Williams,male,36.74,2,0,PC_00823,17.98,,S
824,1,2,Miss Emma Wilson,female,28.43,0,0,PC_00824,144.38,,S
825,0,3,Miss Alice Smith,female,31.68,0,0,PC_00825,10.74,,S
826,1,2,Master James Jones,male,23.29,2,2,A_00826,38.72,,S
827,0,3,Mr Charles Smith,male,18.79,1,0,A_00827,73.88,,C
828,0,2,Master John Williams,male,28.4,0,0,A_00828,47.2,,S
829,1,1,Mrs Alice Smith,female,0.42,0,0,A_00829,134.95,C102,S
830,1,1,Mrs Elisabeth Brown,female,45.98,0,1,A_00830,131.02,,S
831,0,3,Mr James Jones,male,5.26,0,0,A_00831,92.12,,S
832,1,2,Mrs Margaret Johnson,female,48.87,0,0,PC_00832,126.18,,C
833,0,2,Mr Robert Jones,male,29.47,1,2,PC_00833,116.57,,S
834,0,3,Miss Anna Jones,female,38.2,1,0,A_00834,110.41,F87,S
835,0,1,Mr Robert Davis,male,28.9,0,0,PC_00835,117.17,C127,C
836,0,2,Miss Alice Miller,female,31.78,0,0,PC_00836,18.49,C14,S
837,0,1,Mr John Miller,male,8.72,0,0,A_00837,184.6,,C
838,1,2,Mr William Davis,male,12.06,1,2,PC_00838,70.58,,C
839,1,3,Mr John Smith,male,18.23,0,1,PC_00839,48.31,,C
840,0,3,Mr Robert Smith,male,25.54,0,0,A_00840,168.84,,S
841,0,3,Mr Charles Davis,male,43.61,0,0,PC_00841,131.26,,S
842,1,1,Mr John Wilson,male,9.97,1,0,A_00842,312.06,E89,S
843,1,2,Mr William Brown,male,26.24,0,0,A_00843,69.64,,S
844,1,2,Miss Elisabeth Johnson,female,47.97,0,1,A_00844,57.72,,Q
845,1,3,Mrs Margaret Williams,female,19.4,0,0,A_00845,9.67,,S
846,0,3,Mr John Davis,male,12.46,0,1,PC_00846,65.66,B34,S
847,1,1,Mr Robert Williams,male,14.29,0,0,PC_00847,167.79,,C
848,0,3,Mrs Sarah Davis,female,23.5,0,0,PC_00848,70.65,,S
849,0,1,Mr Robert Williams,male,38.29,1,0,A_00849,97.09,,Q
850,1,1,Mr William Johnson,male,17.31,0,0,PC_00850,92.27,D99,S
851,1,3,Miss Margaret Williams,female,14.65,1,0,PC_00851,16.09,F144,S
852,1,2,Mr Charles Johnson,male,14.89,0,0,A_00852,221.45,,S
853,1,2,Mr William Johnson,male,37.84,1,0,A_00853,169.72,,S
854,1,1,Master William Smith,male,26.57,1,1,PC_00854,84.37,,S
855,0,1,Mr Charles Miller,male,28.83,0,2,A_00855,131.63,,S
856,1,1,Miss Anna Davis,female,39.84,0,0,PC_00856,11.25,,S
857,0,3,Mr Robert Miller,male,46.49,1,0,PC_00857,37.27,E124,S
858,0,3,Mrs Alice Brown,female,11.09,0,0,A_00858,73.61,,S
859,1,2,Mr Robert Johnson,male,19.43,0,0,A_00859,24.96,,S
860,0,3,Mr John Smith,male,8.62,0,0,PC_00860,264.56,,S
861,0,1,Miss Emma Johnson,female,44.28,0,0,A_00861,130.33,C9,S
862,1,2,Master Edward Jones,male,13.64,0,2,A_00862,62.39,D39,S
863,0,3,Mr George Jones,male,21.17,0,0,A_00863,95.84,D9,S
864,0,2,Mr Edward Miller,male,25.09,1,1,A_00864,77.16,,S
865,0,3,Miss Margaret Brown,female,18.24,0,1,A_00865,67.23,,C
866,0,3,Mr George Jones,male,54.41,0,0,A_00866,96.1,,S
867,0,3,Mr John Jones,male,33.77,2,1,A_00867,90.09,,S
868,0,3,Miss Margaret Smith,female,23.97,2,2,A_00868,129.08,,S
869,0,3,Mr Edward Smith,male,44.67,1,2,A_00869,9.39,,S
870,0,3,Mr George Jones,male,45.73,1,0,PC_00870,84.88,,Q
871,0,2,Mr William Johnson,male,22.48,0,1,A_00871,59.43,B17,S
872,0,3,Miss Mary Miller,female,12.08,0,1,A_00872,207.34,,C
873,1,2,Master Edward Miller,male,55.0,2,1,PC_00873,68.55,,S
874,0,3,Master George Brown,male,61.93,0,0,A_00874,133.01,,S
875,1,3,Mr James Miller,male,27.51,0,2,A_00875,15.08,,S
876,0,3,Mrs Mary Miller,female,34.18,0,0,PC_00876,98.7,,S
877,1,2,Mr George Jones,male,54.53,8,0,A_00877,271.9,C84,S
878,1,1,Mr Charles Brown,male,10.67,0,0,A_00878,30.5,A71,S
879,0,2,Miss Margaret Jones,female,40.81,0,0,A_00879,79.83,A2,S
880,1,1,Mr George Johnson,male,27.84,0,0,A_00880,123.64,B33,S
881,1,1,Miss Sarah Brown,female,46.82,4,0,PC_00881,105.45,F100,S
882,1,1,Mr George Wilson,male,22.72,0,2,PC_00882,59.24,E49,S
883,1,3,Miss Mary Davis,female,38.92,0,2,PC_00883,52.83,A1,Q
884,0,3,Mrs Anna Jones,female,17.11,0,0,A_00884,211.65,F38,S
885,0,1,Mr George Wilson,male,36.64,2,0,A_00885,53.38,A74,C
886,1,1,Mr James Wilson,male,27.2,1,0,A_00886,122.35,,S
887,1,2,Mr John Jones,male,34.67,4,0,A_00887,140.06,,Q
888,0,2,Mr Charles Smith,male,21.12,2,2,PC_00888,279.66,F142,S
889,1,2,Mr Edward Miller,male,28.44,1,0,PC_00889,83.96,,S
890,1,1,Mr Charles Williams,male,12.57,0,0,PC_00890,67.04,,S
891,1,1,Master George Wilson,male,27.37,1,0,A_00891,27.55,B31,S
